5210,4689.306283,-4498.515081
6391,-5752.221503,5446.77573
44,39.941847,-32.050655
40,35.783833,-28.937891
35,31.379882,-25.524544
40,36.071485,-29.410586
38,34.427295,-27.62451
12,-3.773132,10.9875
42,-36.637308,38.165219
42,-36.770668,37.857474
35,-30.228157,31.112986
40,-34.929984,36.023565
46,-39.740159,41.114728
38,-33.024863,34.285594
41,-35.831932,37.326709
30,-25.467622,26.611396
47,-40.599878,42.563484
34,-28.68163,30.172515
53,-45.471009,48.009824
38,-31.960516,33.873035
19,-16.47761,17.504792
56,-47.476492,50.805441
35,-28.962136,31.358611
33,-26.855262,29.375641
45,-36.416053,40.395823
40,-31.891234,36.06491
35,-27.497095,31.814105
40,-30.054767,35.94655
39,-27.388941,34.803954
34,-20.441663,30.49978
14,12.166388,3.523758
40,36.125397,-29.795155
44,39.661104,-37.209715
35,31.890722,-31.535463
41,35.929671,-36.704255
34,29.437232,-30.810552
50,42.361661,-45.311782
27,22.443577,-24.418349
43,35.157388,-38.767085
46,36.858174,-41.266721
32,25.468393,-28.862029
50,39.476113,-45.262329
35,27.126158,-31.454217
36,27.741743,-32.450616
37,28.331096,-33.423554
38,28.894843,-34.372744
59,44.344852,-53.286046
20,15.036855,-18.21026
20,15.159544,-18.429185
40,29.71588,-35.919894
55,41.827376,-49.606996
34,26.029403,-30.27745
31,24.52994,-28.0853
42,33.963514,-38.096831
37,30.548299,-33.366578
41,35.403525,-37.33638
40,35.70022,-35.569278
38,34.116671,-30.054612
18,16.148958,-1.986038
34,-18.269798,30.153994
42,-28.615143,37.439169
45,-33.475549,40.082475
31,-24.251675,27.663029
45,-37.167434,40.84161
37,-31.484902,33.441797
40,-34.56849,35.719618
42,-37.64482,37.883577
45,-40.715226,39.938406
32,-28.846752,27.715748
34,-30.207729,28.553622
53,-47.860267,44.340911
37,-33.603595,30.529636
39,-34.958719,31.276566
40,-36.311392,32.00115
42,-37.660996,32.705198
43,-39.006735,33.390623
22,-20.006546,16.947076
23,-20.341068,17.11237
44,-39.704863,33.529145
41,-37.1142,31.799758
38,-34.570809,30.058731
36,-32.074019,28.310095
48,-43.530097,39.178498
42,-38.169192,35.235046
37,-32.960019,31.304149
31,-27.901595,27.396623
41,-35.670369,37.067969
38,-28.367182,34.179108
15,1.939415,13.351718
37,33.258668,-19.983168
36,32.846399,-24.693534
46,41.215199,-33.819913
32,28.433194,-24.589882
47,41.900191,-37.718973
38,34.213809,-31.941362
40,36.434211,-35.033921
43,38.506609,-38.094438
30,26.751747,-27.081403
48,41.646844,-43.127629
34,28.720508,-30.409302
35,29.441758,-31.725019
56,45.437945,-50.034562
39,31.093775,-34.973805
40,31.699056,-36.255865
42,32.275673,-37.526868
21,16.345712,-19.236336
44,33.091731,-39.410374
45,33.606655,-40.648804
0,0.0,0.0
44,32.900334,-40.003196
42,30.987571,-37.509103
39,29.078057,-35.053023
36,27.174321,-32.634832
49,37.210202,-44.500722
30,22.45477,-26.754331
40,30.186314,-35.855993
44,33.802921,-40.023084
35,26.564587,-31.398832
35,26.622125,-31.575978
11,-9.544667,7.748449
37,-30.705309,33.436536
43,-35.210163,38.429745
41,-34.157045,37.247493
35,-28.966288,31.537195
52,-42.909191,46.616933
28,-23.230129,25.183668
44,-36.987526,40.016851
47,-39.476628,42.597156
33,-27.655501,29.770981
34,-28.694385,30.826928
53,-44.93129,48.141063
37,-31.17555,33.30846
38,-32.122175,34.237948
